title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,year,month,day,hour,day_of_week,quarter,magnitude_from_title,city,location_country,magnitude_category,depth_category,seismic_energy,alert_level,distance_from_equator,time_of_day,season,magnitude_depth_ratio,is_coastal
M 7.3 - Vanuatu region,7.3,2021-10-02 06:29:00,4,4,green,1,826,us,0,4.493,32.0,mww,527.0,-21.1036,174.895,Vanuatu region,Unknown,Unknown,2021,10,2,6,5,4,7.3,Vanuatu region,,Severe,Very Deep,5623413251903491.0,green,21.1036,Night,Fall,0.013851992409867172,False
"M 6.5 - 80 km SW of Jiquilillo, Nicaragua",6.5,2021-09-22 09:57:00,7,5,green,1,684,us,0,0.993,114.0,mww,21.0,12.1598,-87.8542,"Jiquilillo, Nicaragua",Unknown,Nicaragua,2021,9,22,9,2,3,6.5,Jiquilillo,Nicaragua,Major,Very Shallow,354813389233576.06,green,12.1598,Morning,Summer,0.30952380952380953,True
"M 7.0 - Acapulco, Mexico",7.0,2021-09-08 01:47:00,8,8,red,1,2504,us,0,0.07,43.0,mww,20.0,16.9502,-99.7877,"Acapulco, Mexico",North America,Mexico,2021,9,8,1,2,3,7.0,Acapulco,Mexico,Great,Very Shallow,1995262314968882.8,red,16.9502,Night,Summer,0.35,True
M 7.1 - South Sandwich Islands region,7.1,2021-08-22 21:33:00,1,4,green,1,776,us,0,9.799,32.0,mww,6.0,-60.3026,-24.9992,South Sandwich Islands region,Unknown,Antarctica,2021,8,22,21,6,3,7.1,South Sandwich Islands region,,Severe,Very Shallow,2818382931264449.0,green,60.3026,Evening,Summer,1.1833333333333333,True
M 6.6 - South Sandwich Islands region,6.6,2021-08-22 00:45:00,1,3,green,1,670,us,0,8.865,19.0,mww,7.0,-60.1023,-24.4608,South Sandwich Islands region,Unknown,Antarctica,2021,8,22,0,6,3,6.6,South Sandwich Islands region,,Great,Very Shallow,501187233627271.44,green,60.1023,Night,Summer,0.9428571428571428,True
"M 6.9 - 17 km N of Port-Olry, Vanuatu",6.9,2021-08-18 10:10:00,8,7,green,1,741,us,0,0.579,54.0,mww,93.0,-14.892,167.085,"Port-Olry, Vanuatu",Oceania,Vanuatu,2021,8,18,10,2,3,6.9,Port-Olry,Vanuatu,Great,Shallow,1412537544622761.2,green,14.892,Morning,Summer,0.07419354838709678,False
M 6.9 - South Sandwich Islands region,6.9,2021-08-16 11:10:00,6,4,green,1,734,us,0,8.363,48.0,mww,16.7,-58.3814,-23.3318,South Sandwich Islands region,Unknown,Unknown,2021,8,16,11,0,3,6.9,South Sandwich Islands region,,Great,Very Shallow,1412537544622761.2,green,58.3814,Morning,Summer,0.4131736526946108,True
"M 7.2 - Nippes, Haiti",7.2,2021-08-14 12:29:00,9,8,red,1,2331,us,0,1.178,23.0,mww,10.0,18.3521,-73.4804,"Nippes, Haiti",North America,Haiti,2021,8,14,12,5,3,7.2,Nippes,Haiti,Severe,Very Shallow,3981071705534985.5,red,18.3521,Morning,Summer,0.72,True
"M 6.9 - 136 km SE of Perryville, Alaska",6.9,2021-08-14 11:57:00,5,4,green,1,738,ak,0,0.0,0.0,mww,33.3,55.2364,-157.707,"Perryville, Alaska",Unknown,Alaska,2021,8,14,11,5,3,6.9,Perryville,Alaska,Great,Very Shallow,1412537544622761.2,green,55.2364,Morning,Summer,0.20720720720720723,True
"M 6.9 - 125 km SE of Perryville, Alaska",6.9,2021-08-14 11:57:00,5,4,green,1,738,us,0,1.173,36.0,mww,20.74,55.2657,-157.68,"Perryville, Alaska",Unknown,Alaska,2021,8,14,11,5,3,6.9,Perryville,Alaska,Great,Very Shallow,1412537544622761.2,green,55.2657,Morning,Summer,0.3326904532304726,True
M 8.1 - South Sandwich Islands region,8.1,2021-08-12 18:35:00,0,7,green,0,1009,us,0,7.463,78.0,mww,22.79,-58.4157,-25.3206,South Sandwich Islands region,Unknown,Unknown,2021,8,12,18,3,3,8.1,South Sandwich Islands region,,Mega,Very Shallow,8.91250938133744e+16,green,58.4157,Afternoon,Summer,0.35541904344010533,True
M 7.5 - South Sandwich Islands region,7.5,2021-08-12 18:32:00,9,6,green,1,868,us,0,7.227,38.0,mww,47.23,-57.5959,-25.1874,South Sandwich Islands region,Unknown,Unknown,2021,8,12,18,3,3,7.5,South Sandwich Islands region,,Severe,Very Shallow,1.1220184543019652e+16,green,57.5959,Afternoon,Summer,0.15879737455007412,True
"M 7.1 - 60 km ENE of Pondaguitan, Philippines",7.1,2021-08-11 17:46:00,9,7,green,1,846,us,0,1.273,25.0,mww,55.14,6.4547,126.742,"Pondaguitan, Philippines",Unknown,Philippines,2021,8,11,17,2,3,7.1,Pondaguitan,Philippines,Severe,Very Shallow,2818382931264449.0,green,6.4547,Afternoon,Summer,0.1287631483496554,False
"M 8.2 - 91 km ESE of Perryville, Alaska",8.2,2021-07-29 06:15:00,8,6,green,1,1237,us,0,0.875,66.0,mww,46.66,55.4742,-157.917,"Perryville, Alaska",Unknown,Alaska,2021,7,29,6,3,3,8.2,Perryville,Alaska,Mega,Very Shallow,1.258925411794161e+17,green,55.4742,Night,Summer,0.17573939134162023,True
"M 8.2 - 99 km SE of Perryville, Alaska",8.2,2021-07-29 06:15:00,8,7,yellow,1,1252,ak,0,0.0,0.0,mww,35.0,55.3154,-157.829,"Perryville, Alaska",Unknown,Alaska,2021,7,29,6,3,3,8.2,Perryville,Alaska,Mega,Very Shallow,1.258925411794161e+17,yellow,55.3154,Night,Summer,0.23428571428571426,True
"M 6.7 - 15 km S of Hukay, Philippines",6.7,2021-07-23 20:48:00,8,5,green,1,935,us,0,8.139,12.0,mww,110.0,13.6989,120.713,"Hukay, Philippines",Asia,Philippines,2021,7,23,20,4,3,6.7,Hukay,Philippines,Great,Shallow,707945784384140.2,green,13.6989,Evening,Summer,0.06090909090909091,False
"M 6.7 - 71 km S of Burica, Panama",6.7,2021-07-21 21:15:00,6,6,green,1,830,us,0,1.395,61.0,mww,10.0,7.5904,-82.8813,"Burica, Panama",Unknown,Panama,2021,7,21,21,2,3,6.7,Burica,Panama,Great,Very Shallow,707945784384140.2,green,7.5904,Evening,Summer,0.67,True
"M 6.5 - Kermadec Islands, New Zealand",6.5,2021-06-20 17:05:00,0,4,green,1,650,us,0,7.994,24.0,mww,25.0,-30.2144,-177.773,"Kermadec Islands, New Zealand",Unknown,New Zealand,2021,6,20,17,6,2,6.5,Kermadec Islands,New Zealand,Major,Very Shallow,354813389233576.06,green,30.2144,Afternoon,Spring,0.26,True
"M 6.5 - 265 km SSE of Alo, Wallis and Futuna",6.5,2021-05-21 22:13:00,5,7,green,1,652,us,0,4.518,44.0,mww,10.0,-16.4796,-177.356,"Alo, Wallis and Futuna",Unknown,Wallis and Futuna,2021,5,21,22,4,2,6.5,Alo,Wallis and Futuna,Major,Very Shallow,354813389233576.06,green,16.4796,Evening,Spring,0.65,True
"M 7.3 - Southern Qinghai, China",7.3,2021-05-21 18:04:00,9,9,orange,0,1025,us,0,4.655,9.0,mww,10.0,34.5861,98.2551,"Southern Qinghai, China",Asia,People's Republic of China,2021,5,21,18,4,2,7.3,Southern Qinghai,China,Severe,Very Shallow,5623413251903491.0,orange,34.5861,Afternoon,Spring,0.73,True
"M 6.7 - 260 km S of Sinabang, Indonesia",6.7,2021-05-14 06:33:00,8,4,green,0,698,us,0,1.487,37.0,mww,11.0,0.1684,96.6475,"Sinabang, Indonesia",Unknown,Indonesia,2021,5,14,6,4,2,6.7,Sinabang,Indonesia,Great,Very Shallow,707945784384140.2,green,0.1684,Night,Spring,0.6090909090909091,True
M 6.7 - Mauritius - Reunion region,6.7,2021-05-12 14:05:00,9,3,green,0,694,us,0,10.669,45.0,mww,10.0,-17.2495,66.3745,Mauritius - Reunion region,Unknown,Unknown,2021,5,12,14,2,2,6.7,Mauritius - Reunion region,,Great,Very Shallow,707945784384140.2,green,17.2495,Afternoon,Spring,0.67,True
"M 6.5 - 207 km WSW of Haveluloto, Tonga",6.5,2021-04-25 22:28:00,4,4,green,0,651,us,0,5.931,20.0,mww,246.0,-21.6857,-177.064,"Haveluloto, Tonga",Unknown,Tonga,2021,4,25,22,6,2,6.5,Haveluloto,Tonga,Major,Intermediate,354813389233576.06,green,21.6857,Evening,Spring,0.026422764227642278,False
"M 6.5 - 225 km WNW of Pangai, Tonga",6.5,2021-04-24 00:23:00,6,4,green,0,652,us,0,10.405,19.0,mww,301.0,-18.9204,-176.235,"Pangai, Tonga",Unknown,Tonga,2021,4,24,0,5,2,6.5,Pangai,Tonga,Major,Deep,354813389233576.06,green,18.9204,Night,Spring,0.02159468438538206,False
"M 7.0 - 30 km E of Ishinomaki, Japan",7.0,2021-03-20 09:09:00,7,7,yellow,1,1052,us,0,2.378,35.0,mww,43.0,38.4752,141.607,"Ishinomaki, Japan",Asia,Japan,2021,3,20,9,5,1,7.0,Ishinomaki,Japan,Great,Very Shallow,1995262314968882.8,yellow,38.4752,Morning,Winter,0.16279069767441862,True
"M 6.6 - 171 km SSE of Ust’-Kamchatsk Staryy, Russia",6.6,2021-03-16 18:38:00,5,5,green,1,672,us,0,3.183,18.0,mww,13.23,54.7018,163.208,"Ust’-Kamchatsk Staryy, Russia",Unknown,Russia,2021,3,16,18,1,1,6.6,Ust’-Kamchatsk Staryy,Russia,Great,Very Shallow,501187233627271.44,green,54.7018,Afternoon,Winter,0.4988662131519274,True
M 6.5 - Kermadec Islands region,6.5,2021-03-04 23:12:00,0,4,green,0,650,us,0,11.764,25.0,mwb,24.0,-28.4792,-176.619,Kermadec Islands region,Unknown,Unknown,2021,3,4,23,3,1,6.5,Kermadec Islands region,,Major,Very Shallow,354813389233576.06,green,28.4792,Evening,Winter,0.2708333333333333,True
"M 8.1 - Kermadec Islands, New Zealand",8.1,2021-03-04 19:28:00,9,8,green,1,1021,us,0,0.739,21.0,mww,28.93,-29.7466,-177.224,"Kermadec Islands, New Zealand",Unknown,New Zealand,2021,3,4,19,3,1,8.1,Kermadec Islands,New Zealand,Mega,Very Shallow,8.91250938133744e+16,green,29.7466,Evening,Winter,0.2799861735222952,True
"M 7.4 - Kermadec Islands, New Zealand",7.4,2021-03-04 17:41:00,3,7,green,1,843,us,0,0.437,30.0,mww,43.0,-29.6131,-177.842,"Kermadec Islands, New Zealand",Unknown,New Zealand,2021,3,4,17,3,1,7.4,Kermadec Islands,New Zealand,Severe,Very Shallow,7943282347242854.0,green,29.6131,Afternoon,Winter,0.17209302325581396,True
"M 7.3 - 182 km NE of Gisborne, New Zealand",7.3,2021-03-04 13:27:00,7,6,green,1,932,us,0,0.918,24.0,mww,10.0,-37.596,179.544,"Gisborne, New Zealand",Unknown,New Zealand,2021,3,4,13,3,1,7.3,Gisborne,New Zealand,Severe,Very Shallow,5623413251903491.0,green,37.596,Afternoon,Winter,0.73,True
"M 7.1 - 73 km ENE of Namie, Japan",7.1,2021-02-13 14:07:00,9,8,orange,1,1612,us,0,3.085,11.0,mww,43.98,37.6856,141.992,"Namie, Japan",Unknown,Japan,2021,2,13,14,5,1,7.1,Namie,Japan,Severe,Very Shallow,2818382931264449.0,orange,37.6856,Afternoon,Winter,0.16143701682582992,True
M 7.7 - southeast of the Loyalty Islands,7.7,2021-02-10 13:19:00,9,4,green,1,918,us,0,7.989,15.0,mww,10.0,-23.2787,171.489,the Loyalty Islands,Unknown,Unknown,2021,2,10,13,2,1,7.7,the Loyalty Islands,,Catastrophic,Very Shallow,2.2387211385683468e+16,green,23.2787,Afternoon,Winter,0.77,True
M 6.9 - South Shetland Islands,6.9,2021-01-23 23:36:00,9,5,green,1,739,us,0,1.55,16.0,mww,15.0,-61.8484,-55.559,South Shetland Islands,Unknown,Antarctica,2021,1,23,23,5,1,6.9,South Shetland Islands,,Great,Very Shallow,1412537544622761.2,green,61.8484,Evening,Winter,0.46,True
"M 7.0 - 211 km SE of Pondaguitan, Philippines",7.0,2021-01-21 12:23:00,7,5,green,1,802,us,0,2.821,15.0,mww,80.0,5.0074,127.517,"Pondaguitan, Philippines",Unknown,Philippines,2021,1,21,12,3,1,7.0,Pondaguitan,Philippines,Great,Shallow,1995262314968882.8,green,5.0074,Morning,Winter,0.0875,False
"M 6.7 - 29 km SSW of Turt, Mongolia",6.7,2021-01-11 21:32:00,8,8,green,0,776,us,0,2.043,22.0,mww,10.0,51.2407,100.443,"Turt, Mongolia",Asia,Mongolia,2021,1,11,21,0,1,6.7,Turt,Mongolia,Great,Very Shallow,707945784384140.2,green,51.2407,Evening,Winter,0.67,True
"M 6.7 - 146 km WNW of Corral, Chile",6.7,2020-12-27 21:39:00,5,5,green,1,776,us,0,1.319,19.0,mww,10.0,-39.3264,-74.9067,"Corral, Chile",Unknown,Chile,2020,12,27,21,6,4,6.7,Corral,Chile,Great,Very Shallow,707945784384140.2,green,39.3264,Evening,Fall,0.67,True
"M 7.0 - 13 km NNE of Néon Karlovásion, Greece",7.0,2020-10-30 11:51:00,8,7,orange,0,1527,us,0,1.518,18.0,mww,21.0,37.8973,26.7953,"Néon Karlovásion, Greece",Europe,Greece,2020,10,30,11,4,4,7.0,Néon Karlovásion,Greece,Great,Very Shallow,1995262314968882.8,orange,37.8973,Morning,Fall,0.3333333333333333,True
"M 7.6 - 99 km SE of Sand Point, Alaska",7.6,2020-10-19 20:54:00,9,7,yellow,1,1165,us,0,0.23,36.0,mww,28.37,54.662,-159.675,"Sand Point, Alaska",North America,United States of America,2020,10,19,20,0,4,7.6,Sand Point,Alaska,Catastrophic,Very Shallow,1.5848931924611108e+16,yellow,54.662,Evening,Fall,0.26788861473387376,True
M 6.9 - central Mid-Atlantic Ridge,6.9,2020-09-18 21:43:00,0,3,green,1,732,us,0,11.255,16.0,mww,10.0,0.9604,-26.8332,central Mid-Atlantic Ridge,Unknown,Unknown,2020,9,18,21,4,3,6.9,central Mid-Atlantic Ridge,,Great,Very Shallow,1412537544622761.2,green,0.9604,Evening,Summer,0.6900000000000001,True
"M 6.5 - 94 km NW of Vallenar, Chile",6.5,2020-09-01 21:09:00,6,6,green,0,674,us,0,0.388,49.0,mww,16.0,-27.9285,-71.3937,"Vallenar, Chile",Unknown,Chile,2020,9,1,21,1,3,6.5,Vallenar,Chile,Major,Very Shallow,354813389233576.06,green,27.9285,Evening,Summer,0.40625,True
"M 6.8 - 86 km NW of Vallenar, Chile",6.8,2020-09-01 04:09:00,6,7,green,1,824,us,0,0.312,69.0,mww,21.0,-28.013,-71.1958,"Vallenar, Chile",Unknown,Chile,2020,9,1,4,1,3,6.8,Vallenar,Chile,Great,Very Shallow,1000000000000000.0,green,28.013,Night,Summer,0.3238095238095238,True
M 6.5 - central Mid-Atlantic Ridge,6.5,2020-08-30 21:20:00,4,5,green,0,651,us,0,15.394,31.0,mww,10.0,0.8696,-29.7046,central Mid-Atlantic Ridge,Unknown,Unknown,2020,8,30,21,6,3,6.5,central Mid-Atlantic Ridge,,Major,Very Shallow,354813389233576.06,green,0.8696,Evening,Summer,0.65,True
"M 6.9 - 222 km SSE of Katabu, Indonesia",6.9,2020-08-21 04:09:00,4,3,green,0,749,us,0,2.267,20.0,mww,624.0,-6.6704,123.493,"Katabu, Indonesia",Unknown,Indonesia,2020,8,21,4,4,3,6.9,Katabu,Indonesia,Great,Very Deep,1412537544622761.2,green,6.6704,Night,Summer,0.011057692307692308,False
"M 6.9 - 122 km WSW of Bengkulu, Indonesia",6.9,2020-08-18 22:29:00,4,4,green,0,735,us,0,1.716,25.0,mww,26.0,-4.2791,101.215,"Bengkulu, Indonesia",Unknown,Indonesia,2020,8,18,22,1,3,6.9,Bengkulu,Indonesia,Great,Very Shallow,1412537544622761.2,green,4.2791,Evening,Summer,0.2653846153846154,True
"M 6.8 - 138 km WSW of Bengkulu, Indonesia",6.8,2020-08-18 22:23:00,5,4,green,0,716,us,0,1.816,34.0,mww,22.0,-4.3724,101.095,"Bengkulu, Indonesia",Unknown,Indonesia,2020,8,18,22,1,3,6.8,Bengkulu,Indonesia,Great,Very Shallow,1000000000000000.0,green,4.3724,Evening,Summer,0.3090909090909091,True
"M 6.6 - 13 km E of San Pedro, Philippines",6.6,2020-08-18 00:03:00,9,8,yellow,1,784,us,0,5.128,14.0,mww,10.0,12.0065,124.13,"San Pedro, Philippines",Unknown,Philippines,2020,8,18,0,1,3,6.6,San Pedro,Philippines,Great,Very Shallow,501187233627271.44,yellow,12.0065,Night,Summer,0.6599999999999999,True
"M 7.8 - 99 km SSE of Perryville, Alaska",7.8,2020-07-22 06:12:00,9,7,green,1,1111,us,0,0.621,60.0,mww,28.0,55.1079,-158.477,"Perryville, Alaska",Unknown,Alaska,2020,7,22,6,2,3,7.8,Perryville,Alaska,Catastrophic,Very Shallow,3.162277660168379e+16,green,55.1079,Night,Summer,0.2785714285714286,True
"M 7.0 - 114 km NNW of Popondetta, Papua New Guinea",7.0,2020-07-17 02:50:00,6,7,green,1,820,us,0,1.671,18.0,mww,73.0,-7.847,147.755,"Popondetta, Papua New Guinea",Unknown,Papua New Guinea,2020,7,17,2,4,3,7.0,Popondetta,Papua New Guinea,Great,Shallow,1995262314968882.8,green,7.847,Night,Summer,0.0958904109589041,False
"M 6.6 - 97 km N of Batang, Indonesia",6.6,2020-07-06 22:54:00,4,2,green,0,684,us,0,1.458,14.0,mww,533.76,-5.6368,110.678,"Batang, Indonesia",Unknown,Indonesia,2020,7,6,22,0,3,6.6,Batang,Indonesia,Great,Very Deep,501187233627271.44,green,5.6368,Evening,Summer,0.012365107913669064,False
"M 7.4 - 9 km SE of Santa María Xadani, Mexico",7.4,2020-06-23 15:29:00,8,8,orange,1,1494,us,0,0.151,30.0,mww,20.0,15.9163,-95.9533,"Santa María Xadani, Mexico",North America,Mexico,2020,6,23,15,1,2,7.4,Santa María Xadani,Mexico,Severe,Very Shallow,7943282347242854.0,orange,15.9163,Afternoon,Spring,0.37,True
M 7.4 - south of the Kermadec Islands,7.4,2020-06-18 12:49:00,7,7,green,1,873,us,0,4.035,23.0,mww,10.0,-33.2938,-177.838,the Kermadec Islands,Unknown,Unknown,2020,6,18,12,3,2,7.4,the Kermadec Islands,,Severe,Very Shallow,7943282347242854.0,green,33.2938,Morning,Spring,0.74,True
"M 6.6 - 130 km WNW of Naze, Japan",6.6,2020-06-13 15:51:00,5,4,green,1,734,us,0,2.015,18.0,mww,165.0,28.9386,128.262,"Naze, Japan",Unknown,Japan,2020,6,13,15,5,2,6.6,Naze,Japan,Great,Intermediate,501187233627271.44,green,28.9386,Afternoon,Spring,0.04,False
"M 6.8 - 48 km SW of San Pedro de Atacama, Chile",6.8,2020-06-03 07:35:00,6,6,green,1,835,us,0,1.164,21.0,mww,112.0,-23.2966,-68.4204,"San Pedro de Atacama, Chile",South America,Chile,2020,6,3,7,2,2,6.8,San Pedro de Atacama,Chile,Great,Shallow,1000000000000000.0,green,23.2966,Morning,Spring,0.060714285714285714,False
"M 6.5 - Monte Cristo Range, NV Earthquake",6.5,2020-05-15 11:03:00,7,8,green,0,1320,nn,27,0.357,55.79,ml,2.7,38.1689,-117.85,"Monte Cristo Range, NV Earthquake",North America,United States of America,2020,5,15,11,4,2,6.5,Monte Cristo Range,NV Earthquake,Major,Very Shallow,354813389233576.06,green,38.1689,Morning,Spring,2.4074074074074074,True
"M 6.6 - 175 km SSE of Lata, Solomon Islands",6.6,2020-05-12 22:41:00,4,6,green,1,671,us,0,3.403,12.0,mww,107.0,-12.0662,166.648,"Lata, Solomon Islands",Unknown,Solomon Islands,2020,5,12,22,1,2,6.6,Lata,Solomon Islands,Great,Shallow,501187233627271.44,green,12.0662,Evening,Spring,0.0616822429906542,False
M 6.8 - Banda Sea,6.8,2020-05-06 13:53:00,4,6,green,0,738,us,0,1.921,16.0,mww,96.0,-6.7762,129.785,Banda Sea,Unknown,Indonesia,2020,5,6,13,2,2,6.8,Banda Sea,,Great,Shallow,1000000000000000.0,green,6.7762,Afternoon,Spring,0.07083333333333333,False
"M 6.5 - 91 km S of Néa Anatolí, Greece",6.5,2020-05-02 12:51:00,7,6,green,0,678,us,0,1.293,19.0,mww,10.0,34.1818,25.7101,"Néa Anatolí, Greece",Unknown,Greece,2020,5,2,12,5,2,6.5,Néa Anatolí,Greece,Major,Very Shallow,354813389233576.06,green,34.1818,Morning,Spring,0.65,True
"M 6.5 - Stanley, Idaho",6.5,2020-03-31 23:52:00,8,8,green,0,1410,us,0,0.885,31.0,mww,12.06,44.4646,-115.118,"Stanley, Idaho",North America,United States of America,2020,3,31,23,1,1,6.5,Stanley,Idaho,Major,Very Shallow,354813389233576.06,green,44.4646,Evening,Winter,0.538971807628524,True
"M 7.5 - 221 km SSE of Severo-Kuril’sk, Russia",7.5,2020-03-25 02:49:00,6,5,green,1,879,us,0,4.109,12.0,mww,57.8,48.9638,157.695,"Severo-Kuril’sk, Russia",Unknown,Russia,2020,3,25,2,2,1,7.5,Severo-Kuril’sk,Russia,Severe,Very Shallow,1.1220184543019652e+16,green,48.9638,Night,Winter,0.12975778546712805,False
"M 7.0 - 95 km ENE of Kuril’sk, Russia",7.0,2020-02-13 10:33:00,5,6,yellow,1,770,us,0,4.501,25.0,mww,143.0,45.6161,148.959,"Kuril’sk, Russia",Asia,Russia,2020,2,13,10,3,1,7.0,Kuril’sk,Russia,Great,Shallow,1995262314968882.8,yellow,45.6161,Morning,Winter,0.04895104895104895,False
"M 7.7 - 123 km NNW of Lucea, Jamaica",7.7,2020-01-28 19:10:00,9,6,yellow,1,1812,us,0,1.657,26.0,mww,14.86,19.4193,-78.756,"Lucea, Jamaica",Unknown,Jamaica,2020,1,28,19,1,1,7.7,Lucea,Jamaica,Catastrophic,Very Shallow,2.2387211385683468e+16,yellow,19.4193,Evening,Winter,0.5181695827725438,True
"M 6.7 - 13 km N of Do?anyol, Turkey",6.7,2020-01-24 17:55:00,8,9,orange,0,1247,us,0,0.87,49.0,mww,10.0,38.4312,39.0609,"Do?anyol, Turkey",Asia,Turkey,2020,1,24,17,4,1,6.7,Do?anyol,Turkey,Great,Very Shallow,707945784384140.2,orange,38.4312,Afternoon,Winter,0.67,True
"M 6.8 - 7 km S of Magsaysay, Philippines",6.8,2019-12-15 06:11:00,9,7,yellow,1,825,us,0,0.546,39.0,mww,18.0,6.6969,125.174,"Magsaysay, Philippines",Unknown,Philippines,2019,12,15,6,6,4,6.8,Magsaysay,Philippines,Great,Very Shallow,1000000000000000.0,yellow,6.6969,Night,Fall,0.37777777777777777,True
"M 7.1 - 138km E of Bitung, Indonesia",7.1,2019-11-14 16:17:00,6,6,green,1,799,us,0,1.271,11.0,mww,33.0,1.6213,126.416,"Bitung, Indonesia",Unknown,Indonesia,2019,11,14,16,3,4,7.1,Bitung,Indonesia,Severe,Very Shallow,2818382931264449.0,green,1.6213,Afternoon,Fall,0.21515151515151515,True
"M 6.5 - 166km SSW of Ndoi Island, Fiji",6.5,2019-11-08 10:44:00,0,2,green,0,650,us,0,4.765,25.0,mww,577.0,-21.9449,-179.511,"Ndoi Island, Fiji",Unknown,Fiji,2019,11,8,10,4,4,6.5,Ndoi Island,Fiji,Major,Very Deep,354813389233576.06,green,21.9449,Morning,Fall,0.011265164644714038,False
"M 6.6 - 136 km W of Neiafu, Tonga",6.6,2019-11-04 22:43:00,4,4,green,1,673,us,0,5.086,48.0,mww,10.0,-18.5747,-175.272,"Neiafu, Tonga",Unknown,Tonga,2019,11,4,22,0,4,6.6,Neiafu,Tonga,Great,Very Shallow,501187233627271.44,green,18.5747,Evening,Fall,0.6599999999999999,True
"M 6.5 - 2km ESE of Kisante, Philippines",6.5,2019-10-31 01:11:00,9,7,green,1,733,us,0,0.428,19.0,mww,10.0,6.9098,125.178,"Kisante, Philippines",Unknown,Philippines,2019,10,31,1,3,4,6.5,Kisante,Philippines,Major,Very Shallow,354813389233576.06,green,6.9098,Night,Fall,0.65,True
"M 6.6 - 10 km NE of Columbio, Philippines",6.6,2019-10-29 01:04:00,9,7,yellow,1,780,us,0,0.646,24.0,mww,15.0,6.7567,125.008,"Columbio, Philippines",Unknown,Philippines,2019,10,29,1,1,4,6.6,Columbio,Philippines,Great,Very Shallow,501187233627271.44,yellow,6.7567,Night,Fall,0.44,True
"M 6.7 - 70 km WSW of Constitución, Chile",6.7,2019-09-29 15:57:00,7,6,green,1,844,us,0,1.269,98.0,mww,11.0,-35.4758,-73.163,"Constitución, Chile",Unknown,Chile,2019,9,29,15,6,3,6.7,Constitución,Chile,Great,Very Shallow,707945784384140.2,green,35.4758,Afternoon,Summer,0.6090909090909091,True
"M 6.5 - 11km S of Kairatu, Indonesia",6.5,2019-09-25 23:46:00,7,7,yellow,1,656,us,0,3.909,15.0,mww,12.26,-3.4528,128.37,"Kairatu, Indonesia",Unknown,Indonesia,2019,9,25,23,2,3,6.5,Kairatu,Indonesia,Major,Very Shallow,354813389233576.06,yellow,3.4528,Evening,Summer,0.5301794453507341,True
"M 6.6 - 34km NNE of Ndoi Island, Fiji",6.6,2019-09-01 15:54:00,2,3,unknown,1,671,us,0,4.121,19.0,mww,591.0,-20.3641,-178.57,"Ndoi Island, Fiji",Unknown,Fiji,2019,9,1,15,6,3,6.6,Ndoi Island,Fiji,Great,Very Deep,501187233627271.44,unknown,20.3641,Afternoon,Summer,0.01116751269035533,False
"M 6.6 - 131km S of Bristol Island, South Sandwich Islands",6.6,2019-08-27 23:55:00,0,4,green,1,670,us,0,12.896,19.0,mww,16.0,-60.2152,-26.5801,"Bristol Island, South Sandwich Islands",Unknown,United Kingdom of Great Britain and Northern Ireland (the),2019,8,27,23,1,3,6.6,Bristol Island,South Sandwich Islands,Great,Very Shallow,501187233627271.44,green,60.2152,Evening,Summer,0.4125,True
"M 6.9 - 152 km SW of Labuan, Indonesia",6.9,2019-08-02 12:03:00,4,6,green,0,875,us,0,2.839,23.0,mww,49.0,-7.2822,104.791,"Labuan, Indonesia",Unknown,Indonesia,2019,8,2,12,4,3,6.9,Labuan,Indonesia,Great,Very Shallow,1412537544622761.2,green,7.2822,Morning,Summer,0.14081632653061224,True
"M 6.8 - 96 km SW of San Antonio, Chile",6.8,2019-08-01 18:28:00,6,6,green,1,947,us,0,0.817,35.0,mww,25.0,-34.2364,-72.3102,"San Antonio, Chile",Unknown,Chile,2019,8,1,18,3,3,6.8,San Antonio,Chile,Great,Very Shallow,1000000000000000.0,green,34.2364,Afternoon,Summer,0.272,True
"M 6.6 - 62km E of Lakatoro, Vanuatu",6.6,2019-07-31 15:02:00,0,4,green,1,670,us,0,6.024,30.0,mww,181.0,-16.1985,167.998,"Lakatoro, Vanuatu",Unknown,Vanuatu,2019,7,31,15,2,3,6.6,Lakatoro,Vanuatu,Great,Intermediate,501187233627271.44,green,16.1985,Afternoon,Summer,0.036464088397790057,False
"M 7.2 - 93km NNE of Laiwui, Indonesia",7.2,2019-07-14 09:10:00,7,7,green,1,809,us,0,1.504,38.0,mww,18.98,-0.5858,128.034,"Laiwui, Indonesia",Unknown,Indonesia,2019,7,14,9,6,3,7.2,Laiwui,Indonesia,Severe,Very Shallow,3981071705534985.5,green,0.5858,Morning,Summer,0.3793466807165437,True
